longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool
4.36097,51.00163,Sale,465000,House,House,43022,1880,1977,Normal,151,3,1,False,,False,Negotiable,Vlaams brabant,kuiermansstraat,102,,622,,,,
5.0633821,50.7252799,Sale,389000,House,House,44773,3400,1930,,229,4,1,,,,,Vlaams brabant,bosstraat,7,,603,,,,
4.826348,50.976812,Sale,857000,House,Villa,0,3200,1965,Fully renovated,312,3,2,,165,,On contract,Vlaams brabant,. . aarschot,,,1472,,1100,,True
4.64045,50.9399547,Sale,395000,House,House,42727,3150,1930,To be renovated,352,5,1,False,,False,On contract,Vlaams brabant,woeringstraat,58,,2065,,,,
4.3213161,50.8967746,Sale,273000,Appartment,Duplex,30473,1780,2014,New,98,2,1,True,13,,,Vlaams brabant,romeinsesteenweg,904,,,,,,
4.668005,51.013502,Sale,1150000,House,Villa,29259,3140,2003,,380,5,2,,,,,Vlaams brabant,mosvennedreef,2,2,1830,,,,
4.4663521,50.8866522,Sale,495000,House,House,40235,1930,2026,New,,3,1,,,,,Vlaams brabant,groenstraat,14,1,270,,,,
4.2092334,50.7519013,Sale,1250000,House,House,40235,1500,1972,Excellent,870,5,4,,,,,Vlaams brabant,lenniksesteenweg,462,1,3226,,3300,,
4.890095,51.02134,Sale,795000,House,House,47460,3201,1918,Normal,297,5,1,False,,False,Negotiable,Vlaams brabant,vleminkstraat,100,,6261,,,,
4.293916,51.02272,Sale,425000,House,House,43022,1840,2004,Normal,223,4,1,False,,False,Negotiable,Vlaams brabant,topmolen,20,,318,,,,
4.6620258,50.9969341,Sale,875000,House,Villa,28618,3140,1994,,345,4,2,,67,,,Vlaams brabant,oude boomstraat,4,1,3000,,3000,,
4.6766934,50.8533867,Sale,850000,House,Villa,30470,3001,1991,Normal,360,5,1,,,,,Vlaams brabant,waversebaan,304,,1232,,,,
4.40116033,50.91500375,Sale,145000,Appartment,Flat,43063,1800,1974,To be renovated,50,1,1,False,7,False,On contract,Vlaams brabant,twee leeuwenweg,20,,,,,,
4.1166713,50.810968,Sale,365000,House,House,31323,1755,1900,Normal,200,2,1,,25,False,On contract,Vlaams brabant,oplombeekstraat,16,,533,,400,,
4.3198818,50.7647275,Sale,250000,House,House,45418,1650,,Fully renovated,35,1,1,,10,False,On contract,Vlaams brabant,dwersbos,127,,,,,,
4.4397571,50.9283104,Sale,460000,House,House,42515,1800,,Normal,198,4,2,False,,False,,Vlaams brabant,perksestraat,88,1,130,,,,
4.3344649,51.0166438,Sale,369000,House,House,40922,1880,1961,,130,3,1,,10,,,Vlaams brabant,stichelaarstraat,6,1,381,,,,
4.2692904,50.8370494,Sale,285000,Appartment,Flat,42982,1700,1977,Normal,97,2,1,True,,False,,Vlaams brabant,hoogveldlaan,11,1,,,,,
4.4787002,50.8306724,Sale,1445000,House,House,27612,1950,1965,To renovate,591,6,4,False,50,False,On contract,Vlaams brabant,avenue des ecureuils,2,2,1187,,500,,
5.016369,51.02604,Sale,285000,House,House,40410,3271,1930,To be renovated,261,4,3,False,,False,Negotiable,Vlaams brabant,turnhoutsebaan,85,1,1022,,,,
4.3120069,50.7686913,Sale,780000,House,House,40123,1650,1980,Normal,250,4,2,False,35,False,On contract,Vlaams brabant,,,1,1000,,,,
4.23991,50.84348,Sale,509000,House,House,39723,1700,1989,Normal,115,3,,,7,,,Vlaams brabant,bodegemstraat,29,1,,,180,,
4.6534049,50.9028568,Sale,1195000,House,Villa,45716,3020,1968,To be renovated,466,7,2,,,False,On contract,Vlaams brabant,klein dalenstraat,46,,5114,,,,
3.9709758,50.7529396,Sale,354000,House,House,40123,1570,1971,Normal,123,3,1,False,,False,On contract,Vlaams brabant,,,1,190,,,,
4.3117074,50.9117706,Sale,699000,House,Villa,44244,1780,,,200,3,3,False,10,False,On contract,Vlaams brabant,parklaan,29,1,902,64458,515,,
4.4813768,50.8325472,Sale,790000,House,House,38398,1950,1967,To be renovated,372,5,2,False,,False,On contract,Vlaams brabant,avenue des perdrix,20,,1297,,1150,,
4.6962304,50.8858961,Sale,660000,Appartment,Flat,28618,3000,2009,,165,4,2,True,34,,,Vlaams brabant,marrainenplein,8,,,,,,
4.2660281,50.8523185,Sale,549000,House,House,48953,1700,1967,Normal,256,5,2,,,False,On contract,Vlaams brabant,kattebroekstraat,17,,477,,,,
4.41157,50.92714,Sale,239000,Appartment,Flat,46442,1850,1951,Normal,76,2,1,,,,Immediately,Vlaams brabant,leopold luypaertstraat,96,,,,,,
4.40236736,50.9163243,Sale,170000,Appartment,Flat,43063,1800,1974,,50,1,1,False,8,False,On contract,Vlaams brabant,italiëlaan,2,,,,,,
4.375105,50.7548058,Sale,995000,House,Villa,45177,1640,2001,Excellent,209,4,2,False,45,False,On contract,Vlaams brabant,zoniënwoudlaan,282,1,883,50276,430,,True
4.6241612,50.7552567,Sale,745000,House,House,45742,3040,1850,,300,6,4,False,,,On contract,Vlaams brabant,florivalstraat,35,,3600,,,False,
4.5161823,50.8632635,Sale,449000,Appartment,GroundFloor,47643,1933,2021,Excellent,88,2,1,True,23,,,Vlaams brabant,,,,,3751,135,,
4.1981978,50.9131235,Sale,294000,House,House,39334,1730,,Excellent,112,2,1,,,,,Vlaams brabant,mollestraat,42,,232,,,,
4.6513859,51.0029214,Sale,850000,House,Villa,29259,3140,1988,,330,5,2,,,,,Vlaams brabant,torteldreef,27,2,2809,,,,
4.2024348,50.9086876,Sale,189000,Appartment,Flat,38423,1730,1969,To renovate,78,2,1,True,3,False,On contract,Vlaams brabant,neerstraat,25,,,21438,,,
4.310564,51.0008,Sale,549500,House,House,43022,1840,1930,Normal,235,5,2,False,,False,Negotiable,Vlaams brabant,kerkhofstraat,126,1,908,,,,
4.1927819,50.9119154,Sale,140000,Appartment,FlatStudio,38423,1730,2005,Normal,42,,1,True,,False,On contract,Vlaams brabant,koensborre,47,1,,,,,
4.7349677,50.9571276,Sale,445000,House,House,29259,3110,1973,,210,3,,,,,,Vlaams brabant,steenweg op wezemaal,42,,1472,,,,
4.18558,50.88308,Sale,649000,House,House,45754,1740,,Excellent,320,4,2,False,,False,Immediately,Vlaams brabant,vitseroelstraat,27,,,,,False,
4.0906101,50.8464889,Sale,465000,House,House,48614,1760,1987,,190,4,,,,,,Vlaams brabant,hoogstraat,51,,520,,,,
4.3373713,50.737129,Sale,995000,House,House,33355,1650,1961,Normal,225,4,3,False,50,False,On contract,Vlaams brabant,avenue de l'emeraude,9,,1150,,1150,,True
4.2889382,50.8015447,Sale,1300000,House,House,40373,1600,1957,Normal,700,3,2,False,,,On contract,Vlaams brabant,bergensesteenweg,111,3,1066,,,,
4.984788,51.001998,Sale,375000,House,House,45755,3270,,,170,4,1,,,,,Vlaams brabant,pater r. van de wouwerstraat,68,,246,,,,
4.7357702,50.8667529,Sale,650000,House,House,48954,3000,2011,Excellent,188,4,1,False,,False,On contract,Vlaams brabant,molstraat,28,1,198,,,,
4.237429,51.01334,Sale,395000,House,House,43022,1840,1933,Normal,151,3,1,False,,False,Negotiable,Vlaams brabant,molenheide,55,,371,,,,
4.5714827,50.8143223,Sale,995000,House,House,46295,3080,2014,Normal,337,5,4,False,4,False,Negotiable,Vlaams brabant,veeweidestraat,142,1,980,,850,,
4.2842835,50.7930655,Sale,399000,House,House,31453,1600,1965,Excellent,160,2,1,,,,,Vlaams brabant,palmenlaan,19,1,396,,,,
4.4434901,50.9153271,Sale,270000,Appartment,Flat,49065,1830,2016,,60,1,1,True,,,On contract,Vlaams brabant,merelplein,17,,,,,False,
4.3484569,50.9029583,Sale,219000,Appartment,Flat,40235,1853,1974,Excellent,75,1,1,True,,,,Vlaams brabant,nieuwelaan,119,,,,,,
4.2581927,50.8552311,Sale,735000,House,Villa,0,1700,,Excellent,282,3,1,,30,,Immediately,Vlaams brabant,kloosterstraat,103,,,,600,,
4.5198954,50.7698903,Sale,454000,House,House,40120,3090,1984,Normal,155,3,1,False,23,,,Vlaams brabant,frans verbeekstraat,83,1,430,,276,,
4.479035,50.77423,Sale,1133000,House,House,43417,1560,1950,Excellent,361,6,3,False,30,False,On contract,Vlaams brabant,keizerstraat,13,1,1289,,650,,
4.2298757,50.8959367,Sale,475000,House,Bungalow,31394,1730,1995,Excellent,165,2,1,,,False,On contract,Vlaams brabant,zittert,45,1,1071,,,,
4.35753,50.74594,Sale,725000,House,Villa,42512,1640,,,200,4,2,,40,,,Vlaams brabant,,,1,702,,,,
4.35753,50.74594,Sale,1590000,House,House,30867,1640,1988,,341,5,3,False,65,,,Vlaams brabant,,,2,2800,73045,,,True
4.278884,50.8433561,Sale,245000,Appartment,Flat,30847,1700,1962,To be renovated,76,2,1,,,False,On contract,Vlaams brabant,rozenlaan,39,,,,,,
4.08729,50.86891,Sale,749000,House,Villa,48732,1770,1977,Excellent,320,5,2,,,False,On contract,Vlaams brabant,,,1,660,,,,True
4.4546691,50.9260854,Sale,399000,House,House,28427,1800,,,180,5,2,,52,,,Vlaams brabant,ch romaine,144,,,,,,
4.6665828,50.9034093,Sale,385000,Appartment,Flat,28618,3020,2014,,94,2,1,True,10,,,Vlaams brabant,persilstraat,52,,,,,,
4.711117,50.87939,Sale,330000,Appartment,Flat,39243,3000,1968,Normal,64,2,1,True,,False,On contract,Vlaams brabant,justus lipsiusstraat,20,,,,,,
4.35753,50.74594,Sale,985000,House,Villa,28099,1640,1979,Excellent,300,5,2,,,,Immediately,Vlaams brabant,,,1,1200,,,,
4.486026,50.75302,Sale,575000,House,House,43417,1560,,Normal,,2,1,False,,False,,Vlaams brabant,schimpstraat,16,4,2114,,,,
4.8049545,50.9733797,Sale,215000,House,House,42943,3200,1965,,112,3,1,,,,,Vlaams brabant,leuvensesteenweg,402,,230,,,,
4.918454,50.8138,Sale,330000,House,House,33729,3300,1918,Normal,132,3,1,False,,False,On contract,Vlaams brabant,de brouwerstraat,18,,225,,,,
4.2772147,50.7604677,Sale,425000,House,House,42924,1651,1932,Fully renovated,144,3,1,False,,False,,Vlaams brabant,petrus dewildestraat,9,,405,,,,
4.4687138,50.851357,Sale,1195000,House,House,43156,1950,1962,To renovate,290,5,3,False,,,On contract,Vlaams brabant,av des rhododendrons,22,1,1000,227101,550,,False
4.2268718,50.9304959,Sale,295000,House,MixedBuilding,48953,1730,1899,To be renovated,181,3,,,,False,,Vlaams brabant,kasteelstraat,21,1,348,,,,
4.4787735,50.8354397,Sale,1195000,House,Villa,39203,1950,1966,To renovate,340,5,3,,,False,On contract,Vlaams brabant,avenue des rhododenrons,22,1,960,,500,,
4.297117,51.01298,Sale,429000,House,House,43022,1840,1930,Normal,144,3,1,False,,False,Negotiable,Vlaams brabant,klein holland,77,,379,,,,
4.4502354,50.8691972,Sale,345000,Appartment,Flat,43156,1932,1958,Normal,87,2,1,True,,False,,Vlaams brabant,,,,,,,,
4.449555,50.8562187,Sale,449000,Appartment,Flat,0,1932,1995,Normal,113,3,2,,,,,Vlaams brabant,lenneke marelaan,14,,,,,,
4.2441025,50.8616671,Sale,459000,House,House,48953,1700,1965,Excellent,170,4,2,,,False,On contract,Vlaams brabant,withuislaan,44,,224,,,,
4.23474,50.73419,Sale,199000,House,House,30556,1500,,Normal,110,2,1,False,,False,Immediately,Vlaams brabant,bergensesteenweg,23,,,,,False,
4.522735,50.7610106,Sale,620000,House,House,45742,3090,2007,,216,5,1,False,,,On contract,Vlaams brabant,tenrodestraat,14,,852,,,False,
4.584476,50.78121,Sale,830000,House,House,43417,3040,1975,To be renovated,,8,4,False,30,False,,Vlaams brabant,speylaert,11,1,4971,,3000,,
4.4498886,50.8569193,Sale,345000,Appartment,Flat,27612,1932,1979,Excellent,95,2,1,True,8,True,,Vlaams brabant,lenneke marelaan,16,1,,,,,
4.242743,50.7842441,Sale,299000,House,House,28016,1600,,Normal,95,2,1,False,,False,Immediately,Vlaams brabant,,,,161,50245,,,
4.83539,50.84498,Sale,795000,House,House,30823,3370,,Normal,220,4,2,False,,False,Immediately,Vlaams brabant,bosduifweg,12,1,,,1100,False,
4.50507,50.977,Sale,475000,House,House,30823,1981,,New,166,4,1,False,,False,Immediately,Vlaams brabant,tervuursesteenweg,403,,,,83,False,
4.2918329,50.7996466,Sale,325000,House,House,40373,1600,1930,To be renovated,137,3,1,False,,False,On contract,Vlaams brabant,drogenbosstraat,40,1,620,,,,
4.2781245,50.7642284,Sale,479000,Appartment,Loft,46133,1651,,,171,2,1,True,,,On contract,Vlaams brabant,meanderveld,5,,,,,,
4.6971332,50.8662674,Sale,195000,Appartment,FlatStudio,45742,3001,2016,,22,1,1,False,,True,,Vlaams brabant,naamsesteenweg,69,,,,,False,
4.6132472,50.7536829,Sale,790000,House,Villa,42958,3040,1999,Excellent,300,4,3,,40,,,Vlaams brabant,hoevestraat,12,2,2790,,,,True
4.708833,51.007904,Sale,685000,House,Villa,0,3120,1998,Excellent,200,3,1,,40,,,Vlaams brabant,schrieksebaan,224,,,,400,,
4.6194027,50.9028901,Sale,590000,House,House,45742,3020,1930,,257,4,2,False,,,On contract,Vlaams brabant,overstraat,43,,687,,,False,
3.9709758,50.7529396,Sale,290000,House,House,37259,1570,1969,,,4,1,,,,,Vlaams brabant,,,1,339,,,,
4.695432,50.92567,Sale,395000,House,House,42727,3018,1930,Normal,100,2,1,False,,False,On contract,Vlaams brabant,nieuwstraat,30,,106,,,,
4.5462938,50.8369091,Sale,825000,House,Villa,46295,3080,2004,Normal,373,6,4,False,,,Negotiable,Vlaams brabant,sint-pauluslaan,85,1,425,,1,,
4.4990725,50.9649324,Sale,649000,House,Villa,0,1982,1957,Fully renovated,185,4,2,,20,,,Vlaams brabant,rozenstraat,18,,,,400,,
4.1186231,50.9108528,Sale,495000,House,Bungalow,31323,1790,1961,To be renovated,186,2,1,,40,False,On contract,Vlaams brabant,pastorijweg,86,2,1853,,970,,
4.5118225,50.8246274,Sale,399900,Appartment,Flat,43156,3080,2018,Excellent,70,1,1,True,5,False,,Vlaams brabant,brusselsesteenweg,13,,,,,,False
4.2718907,50.8845036,Sale,199750,Appartment,Flat,31394,1731,1967,Excellent,72,2,1,True,7,False,On contract,Vlaams brabant,breughelpark,1,,,,,,
4.2607085,50.7231039,Sale,445000,House,House,40373,1500,1991,Normal,116,3,1,False,,False,,Vlaams brabant,dodeweg,33,,437,,,,
4.472943,50.87998,Sale,345000,Appartment,Flat,39243,1930,,Normal,109,3,1,True,7,False,Negotiable,Vlaams brabant,stationsstraat,29,1,,,,,
4.2767286,50.780327,Sale,375000,House,House,42924,1600,1962,To be renovated,157,3,2,False,,False,,Vlaams brabant,j.b. rampelbergstraat,23,1,1284,,,,
4.11281,50.9084,Sale,749000,House,Villa,40123,1790,1979,Normal,392,5,2,False,,False,On contract,Vlaams brabant,,,1,1680,,,,True
4.2834258,50.785597,Sale,299000,House,House,42924,1600,,Normal,117,3,1,False,,False,,Vlaams brabant,jean dambrestraat,74,,276,,1,,
4.3837149,50.7375015,Sale,1250000,House,Villa,40373,1640,1979,Normal,275,4,2,False,20,,,Vlaams brabant,maria joannalaan,76,2,871,,,,
4.2219866,50.9057269,Sale,569000,House,Villa,31830,1730,1990,Normal,251,3,2,False,,False,On contract,Vlaams brabant,wolfrot,14,1,686,,557,,
4.6955419,50.8609297,Sale,415000,Appartment,Flat,48954,3001,2010,Normal,90,2,1,,,,,Vlaams brabant,naamsesteenweg,228,,,,,,
4.2390195,50.8485782,Sale,610000,House,House,29095,1700,1969,To renovate,158,4,1,False,,,,Vlaams brabant,violettengaarde,3,1,532,,1,,
4.2102965,50.9155273,Sale,1065000,House,House,38423,1730,1962,Normal,210,4,2,False,,False,,Vlaams brabant,waarbeek,17,,2853,,,,
4.2864445,50.8789582,Sale,549000,House,House,29095,1730,2002,Normal,164,4,1,False,,,,Vlaams brabant,spildoorn,7,1,560,,1,,
4.12102762,50.85659575,Sale,695000,House,Villa,33657,1770,1979,Normal,256,3,1,False,,False,On contract,Vlaams brabant,platanenlaan,9,1,964,,,,
4.5748108,50.9067609,Sale,850000,House,Villa,48954,3071,1997,Excellent,251,4,2,False,,False,On contract,Vlaams brabant,vissegatstraat,52,,1251,,,,True
4.2360386,50.8440191,Sale,649000,House,Villa,30847,1700,1998,Normal,194,4,2,,,False,On contract,Vlaams brabant,bezenberg,11,,1002,,,,
4.2753968,50.8866194,Sale,245000,Appartment,Flat,30473,1731,2022,New,62,1,1,True,9,,,Vlaams brabant,frans timmermansstraat,111,,,,,,
5.1094481,50.9975394,Sale,426000,House,House,43470,3290,1994,,179,4,2,False,,,,Vlaams brabant,hezestraat,76,1,1242,,,False,
4.30341,51.03732,Sale,399000,House,House,43022,1840,1962,To be renovated,158,3,1,False,,False,On contract,Vlaams brabant,kerfenden,27,,3498,,,,
4.50945,50.90987,Sale,695000,House,MixedBuilding,46449,1820,,,228,4,2,False,70,False,On contract,Vlaams brabant,boekweykoekstraat,19,1,589,,250,,True
4.4396596,50.96273,Sale,749000,House,House,42515,1980,,Normal,215,3,1,,35,,On contract,Vlaams brabant,leiweg,36,1,2133,,,,
4.50775,50.82595,Sale,249000,Appartment,Flat,42447,3080,1960,To be renovated,,1,1,False,5,,,Vlaams brabant,,,,,,,,
4.4623984,50.9463272,Sale,475000,House,House,49065,1800,1959,,160,3,2,False,,,On contract,Vlaams brabant,hondenbergstraat,22,1,,,,False,
4.2620632,50.8464512,Sale,349000,Appartment,Flat,40123,1700,1994,Normal,109,2,1,True,,False,,Vlaams brabant,,,,,,,,
4.2457721,50.7821887,Sale,490000,House,House,31453,1600,1970,To be renovated,202,5,2,,28,,,Vlaams brabant,brusselbaan,530,1,1044,,,,
4.35753,50.74594,Sale,1695000,House,Villa,45174,1640,1965,Excellent,450,6,5,False,69,False,On contract,Vlaams brabant,,,2,2506,135276,23000,,False
4.3621427,50.7425579,Sale,850000,House,Villa,27209,1640,1960,Excellent,235,5,2,False,20,False,Immediately,Vlaams brabant,rue gabrielle,16,1,511,64311,350,,False
4.494,50.86013,Sale,650000,House,House,33654,1933,1981,,247,5,2,False,,False,On contract,Vlaams brabant,korenbloemlaan,38,,,,500,,
4.424078,50.927262,Sale,349000,House,House,39354,1800,1899,Normal,123,2,1,False,20,False,On contract,Vlaams brabant,,,,215,,116,,
4.2743666,50.8872571,Sale,465000,House,MixedBuilding,38610,1731,1965,To renovate,210,4,2,False,6,False,,Vlaams brabant,aloïs de deckerstraat,16,1,150,,40,,False
4.50945,50.90987,Sale,695000,House,House,46449,1820,,,228,4,2,False,70,False,On contract,Vlaams brabant,boekweykoekstraat,19,1,589,,250,,True
5.0917481,50.7249021,Sale,315000,House,House,44773,3401,1946,,290,5,1,,,,,Vlaams brabant,steenweg op sint-truiden,362,,340,,,,
4.4385223,50.9392046,Sale,465000,House,House,49065,1800,1979,,,3,2,False,,,On contract,Vlaams brabant,guldensporenstraat,67,,240,,,False,
4.33927015,50.88199625,Sale,389000,House,House,43022,1800,1948,Normal,175,5,1,False,,False,On contract,Vlaams brabant,ledeganckstraat,6,,150,,,,
4.2483322,50.8743509,Sale,389000,House,House,48953,1702,1974,Normal,150,3,1,,,False,On contract,Vlaams brabant,reinaertstraat,46,1,172,,,,
4.0536565,50.7233164,Sale,485000,House,House,40123,1540,1984,Normal,185,3,1,False,33,False,On contract,Vlaams brabant,,,1,933,,,,
4.474742,50.8312654,Sale,2950000,House,House,27612,1950,1962,Excellent,590,5,4,False,50,False,On contract,Vlaams brabant,avenue du beau feuillage,2,2,2671,,2370,,
4.4986735,50.8308732,Sale,2175000,House,House,43156,1970,1968,Normal,400,5,3,False,45,False,,Vlaams brabant,avenue des genets,19,,1554,,,,True
4.516402,50.77474,Sale,685000,House,House,43417,3090,1943,To be renovated,373,7,2,False,40,False,,Vlaams brabant,sint-annastraat,47,2,1052,,600,,
4.684184,50.8815264,Sale,600000,Appartment,Penthouse,48954,3000,,Excellent,90,2,1,True,40,False,On contract,Vlaams brabant,kaboutermansstraat,101,,,,,,False
4.3091268,50.9086267,Sale,499000,House,MixedBuilding,31394,1780,1918,Excellent,188,,,,16,,,Vlaams brabant,j. vanden broeckstraat,57,,226,,143,,
4.340191,51.01236,Sale,375000,House,House,43022,1880,1975,Normal,173,3,1,False,,False,On contract,Vlaams brabant,londerzeelseweg,96,1,460,,,,
4.3534209,50.7455005,Sale,369000,Appartment,Duplex,45177,1640,1993,Normal,108,3,1,True,6,False,On contract,Vlaams brabant,zoniënwoudlaan,159,,,13390,,,False
4.2843984,50.7944222,Sale,349000,Appartment,Flat,0,1600,2021,New,85,2,1,True,9,False,,Vlaams brabant,bergensesteenweg,261,,,3901,,,False
4.4341323,50.9282279,Sale,267000,Appartment,Flat,49065,1800,,,75,,,False,,,,Vlaams brabant,nijverheidsstraat,9,,,,,False,
4.263916,50.7392326,Sale,290000,House,House,39494,1501,,Normal,212,3,1,False,30,False,,Vlaams brabant,,,1,260,,136,,
4.2859412,50.8752772,Sale,495000,House,House,31394,1731,1957,Excellent,192,5,2,,,,On contract,Vlaams brabant,brusselsesteenweg,826,,210,,72,,
4.4780749,50.8286843,Sale,1475000,House,House,27612,1950,1990,Excellent,400,4,2,False,70,False,,Vlaams brabant,avenue du val au bois,34,2,1231,,800,,
4.2485051,50.8859566,Sale,1290000,House,Cottage,31394,1730,1930,Excellent,368,4,2,,,False,On contract,Vlaams brabant,kortemansstraat,100,1,9907,,,,
4.6864864,50.885319,Sale,189000,Appartment,FlatStudio,31826,3000,1995,Fully renovated,23,,1,,,True,,Vlaams brabant,mechelsevest,48,,,,,,
4.2690889,50.8858062,Sale,475000,Appartment,Duplex,31394,1731,2004,Excellent,158,4,2,,30,False,,Vlaams brabant,kerklaan,82,1,,,136,,
4.7187693,50.9884189,Sale,459000,House,House,30482,3120,,New,154,3,,,,,,Vlaams brabant,veldonkstraat,120,,500,,,,
4.423863,50.931545,Sale,325000,Appartment,Flat,49065,1800,,,80,2,1,True,,,On contract,Vlaams brabant,mechelsesteenweg,8,,,,,False,
4.563993,50.919669,Sale,399000,House,House,32433,1910,1875,,159,5,1,,,,,Vlaams brabant,peperstraat,116,,270,,,,
4.424078,50.927262,Sale,325000,House,House,45357,1800,,Normal,140,3,2,False,20,False,,Vlaams brabant,,,,200,,130,,
4.29959,50.7943094,Sale,325000,House,House,40373,1600,1954,To renovate,153,3,1,False,,,Immediately,Vlaams brabant,vorstsesteenweg,144,1,200,,,,False
4.4532216,50.9206617,Sale,375000,House,House,48732,1830,,Excellent,107,3,1,,21,False,On contract,Vlaams brabant,leuvensesteenweg,53,,126,,36,,
5.1620642,50.8866369,Sale,425000,House,House,43470,3454,1899,,282,4,1,False,25,,,Vlaams brabant,heffelstraat,1,,712,,,False,
4.29959,50.7943094,Sale,325000,House,House,40373,1601,1954,To renovate,153,3,1,False,,,Immediately,Vlaams brabant,vorstsesteenweg,144,1,200,,,,False
4.35753,50.74594,Sale,795000,House,Villa,45174,1640,1963,To renovate,250,4,1,False,40,False,On contract,Vlaams brabant,,,1,824,123163,700,,False
4.7187693,50.9884189,Sale,469000,House,House,30482,3120,,New,154,3,,,,,,Vlaams brabant,veldonkstraat,120,,500,,,,
4.7658235,50.9906632,Sale,167000,House,House,42943,3128,1930,,66,1,1,,,,,Vlaams brabant,veldonkstraat,381,,50,,,,
4.0887291,50.892973,Sale,548500,House,House,31170,1790,2025,New,244,4,2,,,False,On contract,Vlaams brabant,maaimeersstraat,5,,272,,,,
4.7467069,51.0074576,Sale,268000,House,House,38138,3128,1918,,,4,1,False,,,On contract,Vlaams brabant,nobelstraat,121,1,1349,,,False,
4.678542,50.86948,Sale,275000,Appartment,Flat,39243,3001,1970,Normal,55,1,1,True,7,False,Negotiable,Vlaams brabant,ijzerenmolenstraat,150,,,,,,
5.0536979,50.9802349,Sale,199000,Appartment,Flat,43470,3290,1971,,90,2,1,True,,,On contract,Vlaams brabant,kautershoek,16,2,,,,False,
4.2305938,50.8325757,Sale,769000,House,Villa,42289,1701,1981,Normal,188,2,1,,40,,On contract,Vlaams brabant,plankenstraat,36,1,1900,,900,,
4.6861143,50.9984016,Sale,424000,House,Villa,42943,3140,1972,To renovate,236,3,2,False,,,,Vlaams brabant,nieuwstraat,153,1,1752,,,,
4.1680353,50.9454532,Sale,369000,House,House,31830,1745,,,293,4,1,False,,False,,Vlaams brabant,steenweg,112,1,418,,300,,False
4.34145607,50.77203345,Sale,399000,House,House,42352,1630,,To be renovated,150,4,1,False,,False,On contract,Vlaams brabant,jardin des fleurs,27,,,,,,
4.6415671,50.943235,Sale,565000,House,House,45755,3150,2026,,162,3,1,,,,,Vlaams brabant,postweg,13,,329,,,,
4.247023,51.01587,Sale,439000,House,House,43022,1840,1980,Normal,145,3,1,False,,False,Negotiable,Vlaams brabant,steenhuffelstraat,67,1,396,,,,
4.32626152,50.99390857,Sale,495000,House,House,33657,1861,2026,New,209,3,1,False,19,False,,Vlaams brabant,breemweg wolvertem,,,,,80,,
4.6422233,50.9553954,Sale,598000,House,House,42943,3150,2013,,279,4,1,,,,,Vlaams brabant,wakkerzeelsestraat,28,1,514,,514,,
4.4339564,50.9290141,Sale,349000,Appartment,GroundFloor,0,1800,2021,Excellent,78,2,1,,12,,,Vlaams brabant,olmstraat,24,,,,,,
4.6277379,51.0037474,Sale,365340,Appartment,Flat,30391,3140,2026,Excellent,71,2,2,True,10,,On contract,Vlaams brabant,sint michielsstraat,11,,,,,,
4.516402,50.77474,Sale,685000,House,Villa,43417,3090,1943,To be renovated,373,7,2,False,40,False,,Vlaams brabant,sint-annastraat,47,2,1052,,600,,
4.6462341,50.9978966,Sale,960000,House,Villa,45755,3140,1930,,304,5,2,,,,,Vlaams brabant,oude putsebaan,30,2,2750,,,,
4.5129995,50.8202861,Sale,450000,Appartment,Flat,46295,3080,1975,Normal,102,3,1,False,4,,,Vlaams brabant,bergestraat,16,,,,,,
4.7003039,50.8788095,Sale,249000,Appartment,FlatStudio,48954,3000,1958,Normal,31,,1,True,,False,,Vlaams brabant,kortestraat,9,,,,,,False
5.1773169,50.8983763,Sale,548000,House,House,45755,3450,2018,,154,3,1,,,,,Vlaams brabant,grote steenweg,122,,500,,,,
4.935192,50.808882,Sale,139000,Appartment,Flat,30672,3300,1954,Normal,55,1,,True,4,False,,Vlaams brabant,oude vestenstraat,3,,,,,,
4.726038,51.0142629,Sale,498000,House,House,42943,3120,2003,Fully renovated,171,4,1,,,,,Vlaams brabant,de vadderlaan,39,1,594,,,,
4.2303571,50.9573926,Sale,274750,Appartment,Flat,31394,1785,2007,Excellent,81,2,1,True,4,False,On contract,Vlaams brabant,alfons bursensstraat,7,,,,,,
4.7020231,50.8886528,Sale,125000,Appartment,Flat,31419,3000,2015,,18,1,1,True,,True,,Vlaams brabant,engels plein,20,,,,,,
4.4319727,50.9323259,Sale,365000,House,House,49065,1800,,,215,4,3,False,20,,On contract,Vlaams brabant,groenstraat,102,,290,,,False,
4.47328,50.88709,Sale,425000,House,House,39617,1930,,Normal,194,3,1,False,,False,Immediately,Vlaams brabant,handelsstraat,21,,,,,False,
4.4592974,50.8610856,Sale,695000,Appartment,Penthouse,43156,1950,2019,Excellent,120,2,2,True,150,False,On contract,Vlaams brabant,,,,,,,,False
4.8559569,50.9034289,Sale,545000,House,House,48954,3390,2026,New,216,4,1,False,,False,,Vlaams brabant,leuvensesteenweg,305,,488,,,,
4.8110245,50.8715778,Sale,695000,House,Villa,39243,3210,1968,To be renovated,445,5,2,False,,False,On contract,Vlaams brabant,herendaal,21,1,8376,,8376,,
4.2008044,50.9089104,Sale,278000,Appartment,Duplex,31830,1730,2005,Excellent,100,2,1,False,5,False,On contract,Vlaams brabant,vronemeers,27,,,,,,False
